"Summarise the last book you read","Do this in writing or out loud. Describe the plot. Explain whether you liked the book or not. Explain why. BONUS: Record your summary/review and post it to YouTube. Or if you wrote it down, post it to Lang-8."
"Translate a text","Take 20 minutes to translate something you read recently. A partial translation is fine. Post your translation somewhere online with a link to the original source text when the 10 minutes are up. BONUS: Consider having a dedicated blog or tumblr where you can post your translations as you do them. This way you'll have a log of your study progress."
"Record a conversation with a friend","Talk about anything you'd like, but don't use anything other than your target language. Once the time is up, post the conversation online to Youtube or Soundcloud. BONUS: Consider doing this more regularly and you'll have your own podcast."
"Review your language-learning log","(If you haven't already set up a language-learning log, take the time to set that up.) Read over the past few weeks of your language-learning. Assess where more focus is needed. Think about what activities you could do to reach that goal. Write down your conclusions."
"Introduce the city where you live","Write a short passage introducing the city where you live to a visitor from the country where your target language is spoken. BONUS: Post this to lang-8, and/or record the passage and post that audio recording to Soundcloud."
"Translate the lyrics to a favourite song","Search for the full lyrics of a song originally written in your target language. Translate the song's lyrics into English (or as much of it as is possible in 20 minutes). BONUS: Post these lyrics and the translation online."
"Practice some recently-learned words","Write some sentences using words that you learned only recently. Post these practice sentences to Lang-8 to make sure that you're using the words in the right way / context."
"Brainstorm a topic","Brainstorm two or three dozen words in English related to a random topic you pick. Don't take more than 2 or 3 minutes for this task. Then for the rest of the time, try to translate the words into your target language. Note which words you don't know, and after the time is up, look them up in a dictionary."
"Go for a short walk","Walk around the block or walk around the area where you're studying/based. As you walk, have an inner monologue in which you describe everything you see around you. Keep talking to yourself; don't use English. When you get back, make a note of the words you were unable to recall."
"Watch a news report","Search YouTube for a news report or short film about any topic that interests you. Make sure it is in your target language. Watch the video."
"Research a topic that interests you","Use only sources in your target language. Read a variety of sources. Start to figure out the outlines of that topic."
"Summarise something you learnt recently","Pick something you learnt or researched recently. Summarise the important points about that topic or issue. Summarise the main sources you used to come to these conclusions. BONUS: Post your summary to Lang-8 or your blog for feedback."
"Tell a friend about something you learnt recently","Pick something you learnt or researched recently. Summarise the important points about that topic or issue. Summarise the main sources you used to come to these conclusions. BONUS: Record it and post your conversation to YouTube or Soundcloud for feedback."
"Look at a frequency list","Frequency vocabulary lists are lists of words organised by the frequency which they are generally used. Search online for ""[your language] frequency vocabulary list"" and look to see if there are any of the most frequent words that you don't know. Make a note of the words that you struggle to understand."
"Think about conversation topics","Visit iteslj.org/questions/ and pick a topic. Look at the questions. Imagine you had to answer the questions in your target language. What vocabulary would you need to know to be able to answer those questions? Make a note of these missing words."
"Search for a job","Browse job-search sites using your target language. Search for careers or jobs that interest you. Read some of descriptions and requirements of the jobs on offer."
"Teach something","Think of something you know, but a friend doesn't know. Take twenty minutes to teach that topic or skill to your friend, using only your target language."
"Teach something online","Think of something you know. Record a video to YouTube in which you teach that topic or skill, using only your target language. Don't think about this too much. Take a minute or two to sketch out a rough structure and then just get talking."
"Write 100 words","Write about what you did during the past 12 months."
"Write 100 words","Write about what you want to do during the coming 12 months."
"Write 100 words","Write about what you consider to be the qualities possessed by a good leader."
"Write 100 words","Describe earth and human society to a visiting alien."
"Write 100 words","Write a bullet point list of why you're studying your target language (using that target language)."
"Read up on difficult grammar","Take some time to read up on a grammar point that you know you find difficult but always put off really taking the time to understand. Try to get to the point where you understand what's going on / how it works. BONUS: Once you understand, try teaching it to someone else. This will cement your understanding."
"Summarise a short film or documentary","Recall the contents of a short film or documentary you watched recently. Ideally you'll have watched it in your target language. Write a summary of that film or documentary, starting with the big ideas and slowly adding in the more intricate points. End by analysing the content, and/or expressing your opinion."
"Write a book review","Write a short review in your target language. First summarise the content of the book, then state what you thought about it. Finally, explain how it fits in the context of other things you've read or heard."
"Write some fiction","Start writing a short story in your target language. Don't worry about the quality for now. Just focus on telling a story as best you can, using the full extent of your language."
"Desert Island Scenario","You're stuck on a desert island. Write or speak out loud (ideally to someone else) a description of how you'd deal with this situation. Describe how you'd feel."
"Broken Down Car Scenario","You are driving in a remote area during heavy winter and your car breaks down. You don't know which way to go to find help, but if you stay out in the cold you probably won't survive. Write or speak out loud (ideally to someone else) a description of how you'd deal with this situation. Describe how you'd feel."
"Give Back","Write a short post online (on Facebook, Tumblr or your blog) explaining something that you struggled to learn recently. Share the lessons of how you managed to deal with this and surmount your difficulties."
"Open Source Software Translation","Do a search online for ""[your language] volunteer translation opportunities"" and you will probably find some people looking for volunteer help translating materials. Some open-source software projects will have specific tools to help you contribute."
"Write some comprehension questions","Use an article you recently read as the basis for this exercise. Write 5-10 comprehension questions based on the content of the article in your target language. BONUS: Post them on your blog or on Facebook along with the original article for others to use."
"Write a guide to a grammar feature","Write a short guide to a particular feature of grammar in your target language. Feel free to write it in your mother-tongue. BONUS: Post this grammar guide on your blog or even on Facebook or Tumblr."
"Write a letter to your past self","Imagine you could write a short note to your past self, to the person you were a few years ago (or more). What would you say? Write a note to this past self."
"Write a letter to your future self","Imagine you could write a short note to your future self, to the person you you will become in a few years (or more). What would you say? Write a note to this future self."
"Write a recipe","Write a recipe in your target language for a meal you cook often. List the ingredients first and then the steps you need to take to prepare the food."
"Take a dictation","Open up a video in Arabic on YouTube. Depending on your level / confidence, adjust the speed of the video to something comfortable enough so that you can take dictation. You have two options: 1) take notes that are detailed enough that you can explain the contents to someone else or 2) take a word-for-word dictation."
"Do some video description","Open up a video in Arabic on YouTube. Turn off the sound or mute your computer/phone. Start talking out loud, describing what is happening as images continue to change in the video. Imagine you are describing it to someone who can't see, or who isn't watching the video with you."
DictionaryBot,"Find a passage of text that you've read recently, or that you find easy to read. Go through the text and, as you stop by each word, define the term using your target language. You probably won't get very far into the text by the time expires, but make sure not to use any English or anything that isn't your target language to explain the definitions of each word."
"Make a new city plan","Your city or the place where you live probably has some problems it needs fixing. Take this time to outline and then write a city plan (in your target language) that could be taken and used to fix the problems. Begin each paragraph by stating the specific problem you want to solve, and then end with the solution. BONUS: Post this on lang-8 (http://www.lang-8.com/) and get corrections!."
"Creating stories from pictures","Find a magazine or advertisement leaflet or some other such material. You could even go online to the website of IKEA (http://www.ikea.com). As you start looking through the pictures, start talking about the people and the things you see. Early on, start labelling the items, but then you should also eventually start imagining scenarios about the lives of the people in the pictures. Or if there is nobody in the picture, think about why they are absent. Say it all out loud."
"Practice with word substitutions","Use Clozemaster (https://www.clozemaster.com/) to practice your target language. You'll get a sentence and a translation and you'll have to choose what words fills in the blanks. Enjoy this game; it's compulsively addictive."
"Translate some sentences","Contribute to the Tatoeba Project by translating some sentences from your target language into your mother tongue. Visit https://tatoeba.org/eng/activities/translate_sentences to get started. Keep going until the time is up."
"Connect sentences","Visit Tatoeba (https://tatoeba.org/eng/activities/translate_sentences) to get a list of random sentences in your target language. Take a moment to make sure you understand all the sentences. Then think of sentences you could write to connect the random sentences together. Sometimes it will be small phrases that can make the connection. Other times you'll have to get creative and write longer sentences. BONUS: Put all the sentences together and submit to Lang8 (http://lang-8.com/) for corrections and feedback."
"Watch some cartoons!","Find some cartoons that use your target language. YouTube will have lots. This task is all about the fun. You've been working hard, so this is where you just get to enjoy watching cartoons for the entirety of the time period you chose. Well done!"
"Listen to the radio","Visit TuneIn online radio (http://tunein.com/) and search for a radio station in the country where your target language is spoken. Pick a random or a favourite station and listen to it for half the time allocated. Take notes while you're listening. Once you reach half-way, turn the radio off and try to write a summary. Alternatively, try saying it out loud (either just to yourself or to someone else)."
"When I was young...","This is an exercise to keep writing. Complete the sentence ""when I was young..."" however you feel appropriate. Whenever you get stuck, go back to the original prompt and try to think of something new/different that happened when you were young. BONUS: Read the text of what you wrote out loud after you've finished writing."
"National Anthem","Listen to the national anthem of the country where your language is spoken. Translate the text of the national anthem. BONUS: Learn the national anthem by heart and sing along with it."
"Random Animal Story","Visit https://www.randomlists.com/random-animals and look at the animal photos displayed on thes screen in front of you. For as long as the timer is running, make a story in which all of the animals are used. Make sure the different parts of your story connect together. BONUS: record the audio or video of your story and post it online for feedback."
"Weather descriptions","Look outside. Describe the weather (either in writing or out loud). Once you're finished, describe what the opposite of the current weather would be. Then describe your favourite kind of weather (and why). Then describe your least favourite kind of weather (and why)."
"Do a crossword puzzle","Search online for crossword puzzles in your target language. Spend the time trying to fill in as many of the blanks as you can. If you finish early, start another. BONUS: For each new word that you correctly enter, use that word in a sentence out loud."
"Translate poetry","Pick a favourite poem, song or other set of lyrics. Translate them into your target language. BONUS: Post that translation online."
"Help a beginner","Search on social media or language learning forums and find a beginner. If they have posted any questions, answer their questions using your own experiences as the basis for your advice / a reply. BONUS: Keep in touch with that student as they continue their journey."
"Problems, problems, problems","Write for twenty minutes about the most pressing problem you think currently faces mankind. Explain why you chose that topic and give reasons. BONUS: Post this to lang-8.com for corrections."
"Travel Wishlist","Write for twenty minutes about the country that you most want to travel to. Explain why you want to travel there. Write about what kinds of things and places you want to see there."
"Leaving Home","Write for twenty minutes, completing the following sentence: ""The first time I left home..."" You can write about something long ago when you were young, or something more recent. Interpret the prompt however you wish, but make sure to get writing."
"Dogs or Cats?","Write for twenty minutes on which you prefer: dogs or cats. Explain why. Give some examples from your experience. Alternatively, do this out loud. BONUS: Record or post whatever you produce online."
"Religion and society","Write about how you see the role that religion plays in your society. Do you think it plays a positive role? How does your country compare to other countries (near and far) in this way? Do you think it needs changing? If so, why? If not, why not?"
"Last Supper","Write for twenty minutes about what you would like eat if you knew you were going to die the next day. What food would you choose for this final meal? Why would you choose these foods? What do you think you'd be thinking as you ate this last meal? What memories would the food stir up?"
"Standup comedy","Search for a comedian working in your language on YouTube or any other video sharing site. Watch a video (or several) for the complete time allotted. BONUS: Once the time is finished, try to retell any one of the jokes in your own words."
Future-gazing,"Make a prediction for how you see the future unfolding. What do you think the world and the society in which you live will look like in twenty years from now? Do you think much will have changed? Describe this imagined future in as much detail as you can in the time allotted."
"Favourite Music","Write about your favourite singers or musicians. What do you like about them? What distinguishes them from other musicians? Why do you think you like them so much? What are their best songs / performances in your opinion?"
Trivia,"Use a website or an app in your target language to take some trivia quizzes. Do a web search for ""[your target language] trivia quiz"". There should be several options. If you aren't finding any dedicated quiz sites, look for media outlets or magazines in your target language. Most should have some kind of quiz."
"Climate change","Write what you think about climate change. Do you think it is something that will affect the present generation living on the earth? What are possible solutions to prevent it? What do your friends and family think about climate change?"
"Natural resources","Research the natural resources / wealth of the country where your target language is spoken. Are there any national parks? Are there major mining operations? Find out as much as you can in the time available. BONUS: Write up a summary of what you learnt, or teach it to someone else."
"Read an ebook","Take the time to pick an electronic book to start reading. Find something that interests you. Start reading! Try not to look up too many words in a dictionary."
"Letters to the editor","Read an article in a prominent newspaper or magazine written in your target language. Write a letter to the editor of the newspaper in response. State what you feel the article got right. If anything could have been improved, include suggestions for how they could have covered the topic more clearly. BONUS: Send this off!"
"Technical manuals","Do a web search for dishwasher or microwave manuals in your target language. Take the time to read through the manual from the beginning (skipping any pages of legalese language that usually are located at the beginning). Would you be able to operate this machine after reading the manual? BONUS: look at your own electronic appliances and see how many new words you now know."
"Founding documents","Read the constitution or any other founding / core documents used by the country where your target language is spoken. Read authentic contextual materials (start with Wikipedia) in your target language to understand why these texts are as they are. BONUS: Translate these documents into the language of your mother-tongue. Compare with any translations that already exist."
"Ghost story","Make up a ghost story. Either say this out loud, or write it down. BONUS: record this story and post it on YouTube, Soundcloud or your blog."
"Food ingredients","Find a company that uses the language you're studying. Find images (use Google Images search) of official ingredients listed on the back of things you'd buy in a grocery shop. See if you can understand all the different things that are included in the food product. BONUS: Make a note of words you don't understand."
"Science Fiction","Make up a story that could be characterised as 'science fiction'. Either say this out loud, or write it down. BONUS: record this story and post it on YouTube or Soundcloud."
"Monster story","Make up a story involving a monster that the hero has to overcome. Either say this out loud, or write it down. BONUS: record this story and post it on YouTube, Soundcloud or your blog."
"Presidential interview","Watch an interview with the President or state leader of the country where your language is spoken. Notice the kind of language that he uses. (To find these interviews, I'd recommend searching using YouTube). BONUS: Summarise what you learnt by writing after you finish watching."
"Translate Wikipedia","Visit this page (http://bit.ly/wikitranslate) to learn how to register to translate Wikipedia pages. Follow the steps, then open wikipedia in your target language. Pick a page that hasn't been translated into English yet. Spend the rest of the time allocated to translate from your target language to English."
"Different paths","Write a sentences (any sentence!) using your target language. Then write five other sentences, each of which convey the same meaning, but in slightly (or very) different words. Get creative and have fun with this one! BONUS: Post these sentences to Lang-8 or get some other kind of feedback."
"Subtitle a MOOC","Visit Amara's site (https://amara.org/) and get an account. Once you're registered, click through to the 'Community' section, pick a course provider and get translating / making subtitles!"
"Translate a TED talk","Visit this site (https://www.ted.com/participate/translate) and register to translate / subtitle TED talks from and into your target language. Spend the rest of the time working on a specific video."
Colours,"Write five sentences, each one using a different colour to describe something. BONUS: Post these sentences to Lang-8 to get corrections."
"Explain the Euro","Write (or speak aloud) an explanation of the Euro. What is it? What purpose does it solve? What do you think about unified currencies? Explain it as simply as you can. BONUS: Submit your explanaton to Lang-8 and/or post it to your blog."
"Subtitled videos","Spend half the time watching a video in your target language, one that has subtitles in English. For the second half of the time period, watch the same clip again, but with subtitles turned off. Compare your understanding. What do you know now that you didn't before?"
"Sports commentary","Search for a video of a sports match / event on YouTube. Turn off the sound. As you watch the video unfold, give a running commentary to what you see on the screen, like a real/professional sports commentator might. BONUS: Watch and listen to a sports commentator working in your target language to hear some of the unique vocab and phrases that are used."
"Verbal sentences","Write a series of sentences, each one using a different pronoun and verb so that you cover all the verb conjugation possibilities. (For example, I ran to school, you dove in the pool, he wore a shirt and so on). BONUS: Post these sentences to Lang-8.com and get corrections."
